from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id,max_waiting_time
U1702Z2,U1702Z2,1,,320_678_260105,318_45_251201,300
U1702Z1,U1702Z1,1,,317_1144_251205,318_48_251201,300
U1702Z2,U1702Z2,1,,317_95_251205,318_49_251016,300
U1702Z1,U1702Z1,1,,317_315_251205,318_50_250422,300
U1702Z2,U1702Z2,1,,317_115_251205,318_51_251016,300
U1702Z1,U1702Z1,1,,320_611_260105,318_58_260105,300
U1702Z2,U1702Z2,1,,317_99_251205,318_385_260105,300
U1702Z1,U1702Z1,1,,317_276_251214,318_60_250801,300
U1757Z1,U1757Z1,1,,314_615_260105,748_111_260105,300
U1848Z1,U1848Z2,1,,317_301_260105,748_112_260105,600
U1702Z2,U1702Z2,1,,318_6_251201,320_639_260105,300
U1757Z1,U1757Z1,1,,314_618_260105,748_114_260105,300
U1757Z1,U1757Z1,1,,314_626_260105,748_116_260105,300
U1702Z1,U1702Z1,1,,318_48_251201,317_1144_251205,300
U1842Z2,U1842Z1,1,,688_91_250922,314_619_260105,600
U1702Z1,U1702Z1,1,,317_304_260105,318_85_250602,300
U1702Z2,U1702Z2,1,,320_631_260105,318_71_251201,300
U1842Z2,U1842Z1,1,,688_95_250922,314_623_260105,600
U1702Z1,U1702Z1,1,,320_625_260105,318_73_260105,300
U1702Z2,U1702Z2,1,,318_82_260105,320_643_260105,300
U1702Z2,U1702Z2,1,,318_532_260105,320_643_260105,300
